date,Civilization VI,GTA V,Rocket League,The Witcher 3
2016.12.19,30190.0,98910.0,56200.0,13198.0
2016.12.20,25429.0,102531.0,55361.0,12799.0
2016.12.21,29292.0,89901.0,55217.0,12639.0
2016.12.22,30863.0,91561.0,56790.0,12600.0
2016.12.23,30700.0,108101.0,58871.0,13587.0
2016.12.24,32021.0,109685.0,52294.0,16601.0
2016.12.25,39084.0,101022.0,52380.0,18112.0
2016.12.26,44651.0,102318.0,60655.0,21350.0
2016.12.27,41510.0,108738.0,61925.0,21964.0
2016.12.28,39800.0,109488.0,62291.0,22490.0
2016.12.29,39844.0,108876.0,63847.0,23810.0
2016.12.30,40242.0,117387.0,64588.0,24634.0
2016.12.31,37963.0,107556.0,59842.0,24270.0
2017.01.01,44405.0,112160.0,60354.0,29944.0
2017.01.02,43549.0,114265.0,69707.0,32059.0
2017.01.03,38659.0,107035.0,59161.0,27130.0
2017.01.04,30732.0,106156.0,58258.0,25920.0
2017.01.05,30184.0,102555.0,58746.0,24713.0
2017.01.06,29434.0,110457.0,52508.0,24593.0
2017.01.07,42442.0,116228.0,65172.0,29499.0
2017.01.08,40899.0,111313.0,63834.0,30197.0
2017.01.09,26751.0,80345.0,56006.0,21799.0
2017.01.10,26051.0,82802.0,51967.0,19980.0
2017.01.11,24479.0,80776.0,52156.0,19452.0
2017.01.12,24956.0,78644.0,54397.0,18994.0
2017.01.13,28220.0,87199.0,60400.0,19269.0
2017.01.14,36526.0,101651.0,61768.0,24839.0
2017.01.15,37946.0,101782.0,64030.0,26527.0
2017.01.16,30609.0,74707.0,61911.0,21376.0
2017.01.17,25684.0,75481.0,54899.0,18162.0
2017.01.18,23255.0,76387.0,54359.0,17897.0
2017.01.19,22439.0,75557.0,54983.0,17290.0
2017.01.20,26085.0,83404.0,61636.0,17598.0
2017.01.21,34018.0,94448.0,64671.0,22733.0
2017.01.22,35358.0,97969.0,64556.0,24871.0
2017.01.23,29241.0,73202.0,56192.0,17738.0
2017.01.24,22409.0,71618.0,53823.0,16234.0
2017.01.25,21263.0,72088.0,53210.0,16040.0
2017.01.26,21717.0,68936.0,52899.0,15354.0
2017.01.27,23951.0,71002.0,57185.0,15553.0
2017.01.28,32231.0,83546.0,58520.0,20423.0
2017.01.29,33313.0,83994.0,61304.0,22938.0
2017.01.30,27598.0,67058.0,53396.0,16585.0
2017.01.31,20806.0,65809.0,53010.0,18071.0
2017.02.01,20248.0,66834.0,52216.0,18543.0
2017.02.02,20018.0,67177.0,53256.0,18190.0
2017.02.03,22967.0,71304.0,55060.0,17865.0
2017.02.04,30892.0,84418.0,58817.0,24049.0
2017.02.05,31905.0,84081.0,60440.0,26125.0
2017.02.06,25126.0,65172.0,51075.0,18201.0
2017.02.07,19749.0,65734.0,52182.0,17602.0
2017.02.08,19404.0,64654.0,50597.0,16490.0
2017.02.09,20655.0,65599.0,54462.0,16239.0
2017.02.10,22607.0,69522.0,55882.0,15904.0
2017.02.11,30716.0,81161.0,57729.0,21260.0
2017.02.12,32709.0,80116.0,60816.0,23278.0
2017.02.13,24871.0,60152.0,52409.0,16329.0
2017.02.14,18862.0,56743.0,45200.0,14298.0
2017.02.15,19236.0,63901.0,48509.0,14591.0
2017.02.16,19139.0,70296.0,50895.0,14480.0
2017.02.17,22027.0,82322.0,57075.0,14922.0
2017.02.18,28465.0,101151.0,58912.0,20213.0
2017.02.19,29353.0,101176.0,60749.0,21877.0
2017.02.20,23537.0,84781.0,57999.0,16956.0
2017.02.21,20679.0,90056.0,55418.0,14906.0
2017.02.22,19362.0,93794.0,55563.0,14715.0
2017.02.23,19281.0,90385.0,55590.0,14302.0
2017.02.24,24759.0,95254.0,57537.0,14681.0
2017.02.25,33691.0,102076.0,61521.0,19189.0
2017.02.26,35009.0,99788.0,61629.0,20542.0
2017.02.27,26949.0,79648.0,54265.0,14947.0
2017.02.28,22034.0,74555.0,54420.0,14275.0
2017.03.01,20766.0,72242.0,51987.0,13445.0
2017.03.02,20562.0,67650.0,53405.0,12992.0
2017.03.03,23273.0,77104.0,55750.0,13029.0
2017.03.04,30758.0,90425.0,59865.0,17867.0
2017.03.05,31940.0,82705.0,57005.0,19885.0
2017.03.06,26306.0,62938.0,49666.0,13517.0
2017.03.07,19866.0,64401.0,48238.0,13269.0
2017.03.08,18799.0,64437.0,48084.0,12925.0
2017.03.09,18960.0,60648.0,48346.0,12561.0
2017.03.10,21646.0,72544.0,54623.0,13151.0
2017.03.11,29089.0,86835.0,57192.0,17682.0
2017.03.12,30533.0,81013.0,56654.0,19498.0
2017.03.13,25065.0,60147.0,51305.0,13761.0
2017.03.14,22588.0,63759.0,53895.0,13783.0
2017.03.15,19897.0,61305.0,52270.0,12571.0
2017.03.16,19023.0,56358.0,51866.0,12003.0
2017.03.17,21968.0,69108.0,56547.0,12558.0
2017.03.18,29390.0,85174.0,58939.0,16943.0
2017.03.19,30962.0,82974.0,61456.0,19062.0
2017.03.20,23192.0,61278.0,55177.0,13588.0
2017.03.21,17586.0,33437.0,36633.0,8559.0
2017.03.22,11027.0,37097.0,16625.0,5641.0
2017.03.23,19576.0,68171.0,68831.0,11800.0
2017.03.24,21584.0,80607.0,62598.0,12049.0
2017.03.25,27887.0,97354.0,72725.0,15410.0
2017.03.26,29012.0,94710.0,74509.0,17205.0
2017.03.27,22369.0,77660.0,61457.0,12511.0
2017.03.28,19722.0,81211.0,58387.0,12119.0
2017.03.29,20242.0,80479.0,58197.0,14090.0
2017.03.30,19635.0,76872.0,56637.0,15934.0
2017.03.31,21956.0,83205.0,59810.0,16351.0
2017.04.01,28396.0,95460.0,62842.0,20668.0
2017.04.02,29636.0,95667.0,65894.0,22743.0
2017.04.03,22222.0,78041.0,56406.0,16104.0
2017.04.04,18640.0,71632.0,59167.0,14792.0
2017.04.05,18739.0,71991.0,57344.0,14029.0
2017.04.06,18143.0,70269.0,57477.0,13513.0
2017.04.07,20034.0,80129.0,59204.0,14458.0
2017.04.08,25684.0,91070.0,61939.0,18373.0
2017.04.09,25853.0,84644.0,63202.0,19192.0
2017.04.10,22155.0,67842.0,61260.0,14999.0
2017.04.11,17802.0,67445.0,53674.0,13761.0
2017.04.12,17215.0,64385.0,52726.0,13080.0
2017.04.13,18289.0,65413.0,54067.0,13552.0
2017.04.14,22122.0,76213.0,56647.0,16232.0
2017.04.15,24971.0,80924.0,55714.0,17971.0
2017.04.16,25546.0,74296.0,58205.0,18420.0
2017.04.17,21893.0,69517.0,56138.0,17107.0
2017.04.18,18066.0,66597.0,51374.0,13409.0
2017.04.19,17550.0,67609.0,50337.0,13180.0
2017.04.20,17858.0,68463.0,53541.0,12807.0
2017.04.21,19845.0,78941.0,57129.0,13862.0
2017.04.22,25887.0,89658.0,60124.0,17962.0
2017.04.23,26210.0,85752.0,58183.0,19184.0
2017.04.24,21758.0,65398.0,51750.0,13181.0
2017.04.25,17700.0,62442.0,50404.0,12624.0
2017.04.26,16146.0,62357.0,46855.0,11877.0
2017.04.27,16853.0,60993.0,50104.0,12161.0
2017.04.28,18652.0,70256.0,55667.0,12319.0
2017.04.29,23709.0,77844.0,54390.0,15768.0
2017.04.30,25823.0,80307.0,56309.0,17276.0
2017.05.01,21798.0,71291.0,51697.0,17418.0
2017.05.02,17376.0,58176.0,48745.0,13046.0
2017.05.03,16792.0,57771.0,47907.0,12643.0
2017.05.04,17332.0,57328.0,54723.0,12546.0
2017.05.05,19724.0,68053.0,69757.0,12301.0
2017.05.06,26314.0,78029.0,76846.0,16141.0
2017.05.07,27891.0,76179.0,82360.0,17606.0
2017.05.08,24603.0,64880.0,58959.0,13912.0
2017.05.09,19212.0,63047.0,54902.0,12849.0
2017.05.10,18170.0,61814.0,52602.0,11884.0
2017.05.11,18767.0,59864.0,57869.0,11875.0
2017.05.12,20426.0,70707.0,60990.0,12058.0
2017.05.13,25857.0,84002.0,61217.0,15752.0
2017.05.14,25613.0,77517.0,60475.0,16863.0
2017.05.15,22146.0,59074.0,55480.0,12499.0
2017.05.16,17775.0,53384.0,53250.0,11825.0
2017.05.17,16952.0,53226.0,51191.0,11643.0
2017.05.18,17031.0,51093.0,53392.0,11822.0
2017.05.19,18675.0,58772.0,57701.0,12158.0
2017.05.20,23937.0,68742.0,57755.0,15893.0
2017.05.21,24654.0,65904.0,58300.0,17637.0
2017.05.22,21380.0,51471.0,55303.0,13697.0
2017.05.23,16847.0,51222.0,52717.0,12754.0
2017.05.24,16677.0,52912.0,49736.0,11563.0
2017.05.25,17327.0,58258.0,49060.0,12261.0
2017.05.26,17960.0,63976.0,51494.0,12161.0
2017.05.27,21290.0,75816.0,50017.0,14967.0
2017.05.28,23146.0,80658.0,56206.0,17346.0
2017.05.29,22957.0,76061.0,55538.0,15975.0
2017.05.30,20537.0,70154.0,51175.0,13577.0
2017.05.31,16115.0,68647.0,51129.0,16249.0
2017.06.01,15847.0,64869.0,50481.0,18517.0
2017.06.02,17018.0,72269.0,52886.0,21673.0
2017.06.03,21610.0,81740.0,55089.0,29017.0
2017.06.04,24551.0,80883.0,64075.0,34428.0
2017.06.05,22795.0,76828.0,58724.0,30339.0
2017.06.06,17187.0,69515.0,57515.0,24556.0
2017.06.07,16609.0,67093.0,56316.0,22980.0
2017.06.08,16204.0,68205.0,55235.0,21533.0
2017.06.09,17169.0,73068.0,54774.0,21221.0
2017.06.10,21234.0,79574.0,52501.0,26070.0
2017.06.11,22612.0,79230.0,54910.0,27642.0
2017.06.12,19871.0,69821.0,55963.0,20510.0
2017.06.13,16205.0,132106.0,51370.0,18854.0
2017.06.14,15674.0,115888.0,53553.0,18137.0
2017.06.15,16239.0,110565.0,51654.0,18740.0
2017.06.16,17079.0,113139.0,51518.0,18831.0
2017.06.17,20863.0,115303.0,50547.0,22355.0
2017.06.18,21579.0,108771.0,53059.0,23502.0
2017.06.19,19219.0,92306.0,51719.0,17804.0
2017.06.20,15713.0,90457.0,51268.0,16575.0
2017.06.21,15187.0,86040.0,49428.0,15910.0
2017.06.22,15327.0,80255.0,50537.0,15353.0
2017.06.23,18046.0,86749.0,50778.0,16669.0
2017.06.24,23637.0,100848.0,51120.0,22931.0
2017.06.25,26147.0,99041.0,56851.0,26710.0
2017.06.26,23268.0,90547.0,56352.0,21288.0
2017.06.27,19421.0,93457.0,55203.0,21267.0
2017.06.28,18965.0,93493.0,54048.0,20695.0
2017.06.29,18495.0,92601.0,53897.0,20992.0
2017.06.30,19977.0,100925.0,52734.0,21683.0
2017.07.01,24852.0,108806.0,52060.0,26033.0
2017.07.02,26423.0,112074.0,54176.0,29357.0
2017.07.03,23462.0,101460.0,58119.0,24521.0
2017.07.04,25248.0,102069.0,59270.0,25266.0
2017.07.05,22569.0,101544.0,67978.0,22828.0
2017.07.06,19302.0,99655.0,73789.0,21833.0
2017.07.07,19795.0,100409.0,66251.0,21605.0
2017.07.08,24166.0,101498.0,63919.0,25490.0
2017.07.09,25589.0,100583.0,68276.0,27593.0
2017.07.10,23153.0,92374.0,66287.0,21490.0
2017.07.11,18552.0,89382.0,61652.0,19982.0
2017.07.12,18408.0,88645.0,58749.0,19182.0
2017.07.13,17877.0,85087.0,57223.0,18595.0
2017.07.14,18833.0,87286.0,53146.0,18962.0
2017.07.15,22442.0,87252.0,52516.0,22566.0
2017.07.16,24594.0,89811.0,58495.0,24367.0
2017.07.17,21863.0,83156.0,55261.0,18723.0
2017.07.18,17841.0,79427.0,53948.0,17380.0
2017.07.19,17710.0,76684.0,53037.0,17057.0
2017.07.20,17202.0,77680.0,53053.0,16452.0
2017.07.21,17597.0,77032.0,50308.0,16365.0
2017.07.22,22253.0,79567.0,50227.0,19654.0
2017.07.23,24316.0,84613.0,55016.0,22192.0
2017.07.24,17819.0,79575.0,52132.0,16540.0
2017.07.25,17842.0,79506.0,52619.0,16077.0
2017.07.26,17483.0,77445.0,50699.0,15567.0
2017.07.27,18702.0,78090.0,49854.0,15302.0
2017.07.28,22015.0,75954.0,48157.0,15001.0
2017.07.29,27863.0,78168.0,47024.0,18218.0
2017.07.30,30171.0,80189.0,52052.0,20210.0
2017.07.31,22244.0,74831.0,50439.0,14904.0
2017.08.01,21274.0,72690.0,49250.0,14404.0
2017.08.02,20836.0,75463.0,48084.0,13986.0
2017.08.03,20438.0,75029.0,49703.0,13722.0
2017.08.04,21004.0,72900.0,49579.0,14006.0
2017.08.05,25674.0,74495.0,49554.0,16902.0
2017.08.06,27156.0,76671.0,53196.0,18461.0
2017.08.07,20338.0,70543.0,50109.0,13584.0
2017.08.08,19152.0,72673.0,47056.0,13310.0
2017.08.09,18857.0,69943.0,47356.0,12793.0
2017.08.10,18540.0,69646.0,45257.0,12646.0
2017.08.11,19207.0,69014.0,45374.0,12540.0
2017.08.12,24243.0,72399.0,47981.0,15474.0
2017.08.13,25688.0,75266.0,50010.0,16908.0
2017.08.14,19354.0,68532.0,46371.0,12634.0
2017.08.15,18834.0,69362.0,46207.0,13065.0
2017.08.16,17890.0,69795.0,45832.0,12151.0
2017.08.17,17614.0,65814.0,45632.0,11958.0
2017.08.18,18558.0,71439.0,46445.0,12182.0
2017.08.19,23281.0,74885.0,48121.0,14963.0
2017.08.20,24771.0,77994.0,50496.0,16952.0
2017.08.21,17985.0,68063.0,46882.0,12342.0
2017.08.22,17514.0,73867.0,46110.0,12105.0
2017.08.23,16953.0,83474.0,45045.0,11537.0
2017.08.24,16956.0,86397.0,45581.0,11485.0
2017.08.25,17901.0,96023.0,46392.0,11600.0
2017.08.26,22624.0,103212.0,48441.0,14524.0
2017.08.27,24027.0,104896.0,51841.0,16235.0
2017.08.28,17590.0,94017.0,47255.0,11624.0
2017.08.29,16392.0,121837.0,47293.0,11580.0
2017.08.30,16512.0,103671.0,47866.0,13602.0
2017.08.31,16302.0,93978.0,46686.0,15688.0
2017.09.01,18055.0,95225.0,50586.0,17226.0
2017.09.02,23037.0,101770.0,52690.0,21366.0
2017.09.03,25139.0,98491.0,56765.0,23182.0
2017.09.04,23955.0,82907.0,56099.0,19045.0
2017.09.05,18032.0,77293.0,48215.0,15917.0
2017.09.06,16340.0,73582.0,48336.0,15310.0
2017.09.07,16278.0,72869.0,48388.0,15220.0
2017.09.08,17567.0,79779.0,52108.0,15628.0
2017.09.09,22993.0,89120.0,54878.0,19974.0
2017.09.10,24143.0,86798.0,57824.0,21640.0
2017.09.11,17029.0,66530.0,50226.0,14839.0
2017.09.12,15639.0,66520.0,45606.0,14114.0
2017.09.13,15502.0,65150.0,47802.0,13692.0
2017.09.14,15504.0,62408.0,48920.0,13293.0
2017.09.15,17186.0,73065.0,52731.0,14177.0
2017.09.16,22223.0,82090.0,54902.0,17625.0
2017.09.17,23449.0,78716.0,57194.0,19616.0
2017.09.18,16454.0,58441.0,50737.0,13356.0
2017.09.19,15925.0,59907.0,49530.0,12703.0
2017.09.20,15374.0,59426.0,47723.0,12263.0
2017.09.21,15570.0,58898.0,49738.0,12146.0
2017.09.22,17085.0,65461.0,53100.0,12533.0
2017.09.23,21509.0,73387.0,53768.0,16158.0
2017.09.24,22565.0,71310.0,57509.0,17851.0
2017.09.25,16128.0,51900.0,50359.0,12297.0
2017.09.26,15253.0,51218.0,47917.0,11586.0
2017.09.27,14765.0,51511.0,50184.0,11062.0
2017.09.28,14842.0,51642.0,53042.0,10746.0
2017.09.29,16341.0,60786.0,69570.0,10949.0
2017.09.30,21333.0,74673.0,70748.0,15095.0
2017.10.01,23051.0,78171.0,74198.0,16965.0
2017.10.02,16346.0,68015.0,64571.0,11888.0
2017.10.03,15806.0,66134.0,62181.0,12135.0
2017.10.04,15072.0,61288.0,61112.0,11332.0
2017.10.05,15026.0,60669.0,60085.0,11132.0
2017.10.06,16850.0,64767.0,63601.0,11425.0
2017.10.07,21588.0,72643.0,62801.0,15189.0
2017.10.08,23097.0,70514.0,67470.0,17069.0
2017.10.09,17810.0,52742.0,61944.0,12194.0
2017.10.10,14609.0,50820.0,55020.0,10643.0
2017.10.11,15026.0,50336.0,59744.0,10279.0
2017.10.12,15074.0,50746.0,57360.0,10546.0
2017.10.13,16620.0,58635.0,60394.0,10519.0
2017.10.14,21269.0,66015.0,61173.0,13787.0
2017.10.15,22132.0,64102.0,65350.0,15241.0
2017.10.16,15774.0,48031.0,57738.0,10867.0
2017.10.17,15253.0,50157.0,74645.0,13358.0
2017.10.18,14945.0,47127.0,68205.0,16919.0
2017.10.19,16504.0,46420.0,66007.0,18729.0
2017.10.20,21870.0,55967.0,66341.0,21278.0
2017.10.21,28976.0,65478.0,71189.0,28983.0
2017.10.22,30315.0,64020.0,71279.0,33634.0
2017.10.23,22090.0,47410.0,62379.0,24003.0
2017.10.24,20817.0,47970.0,57281.0,22144.0
2017.10.25,20291.0,46626.0,56010.0,20487.0
2017.10.26,20053.0,47105.0,56709.0,20097.0
2017.10.27,21266.0,63989.0,57420.0,20710.0
2017.10.28,27220.0,82424.0,59696.0,27051.0
2017.10.29,29302.0,84442.0,62012.0,30133.0
2017.10.30,21443.0,70295.0,55519.0,22128.0
2017.10.31,19470.0,71882.0,49913.0,22867.0
2017.11.01,19798.0,73404.0,53187.0,23911.0
2017.11.02,19156.0,72477.0,55569.0,22211.0
2017.11.03,20548.0,78959.0,58409.0,22862.0
2017.11.04,26322.0,85467.0,60502.0,27401.0
2017.11.05,27258.0,81498.0,60150.0,28604.0
2017.11.06,19930.0,59560.0,49059.0,19239.0
2017.11.07,17745.0,55771.0,48319.0,17289.0
2017.11.08,17145.0,54200.0,46569.0,16734.0
2017.11.09,17173.0,54047.0,46814.0,16142.0
2017.11.10,20464.0,66286.0,51822.0,17356.0
2017.11.11,26080.0,75094.0,55759.0,22776.0
2017.11.12,27157.0,70788.0,57762.0,23746.0
2017.11.13,19949.0,49763.0,49640.0,15359.0
2017.11.14,17050.0,49094.0,47490.0,14404.0
2017.11.15,17275.0,52523.0,48709.0,14692.0
2017.11.16,17241.0,48637.0,48950.0,13815.0
2017.11.17,18641.0,58480.0,52565.0,15044.0
2017.11.18,24844.0,70117.0,53677.0,19935.0
2017.11.19,25792.0,66181.0,55516.0,21359.0
2017.11.20,19044.0,46999.0,51202.0,14670.0
2017.11.21,18401.0,46917.0,50961.0,13678.0
2017.11.22,19330.0,48091.0,50475.0,13122.0
2017.11.23,21158.0,49100.0,53330.0,14341.0
2017.11.24,24877.0,63753.0,58571.0,16189.0
2017.11.25,28372.0,82281.0,57321.0,22880.0
2017.11.26,29076.0,82750.0,59638.0,25174.0
2017.11.27,22123.0,62915.0,54050.0,17599.0
2017.11.28,21518.0,63819.0,53045.0,17893.0
2017.11.29,21892.0,65079.0,52481.0,17315.0
2017.11.30,22741.0,63775.0,53068.0,16555.0
2017.12.01,25379.0,72061.0,57622.0,17645.0
2017.12.02,32527.0,84761.0,59723.0,23068.0
2017.12.03,33049.0,79645.0,60094.0,24550.0
2017.12.04,25064.0,57439.0,59829.0,16307.0
2017.12.05,21819.0,55722.0,55210.0,15249.0
2017.12.06,21308.0,54949.0,54392.0,15036.0
2017.12.07,20684.0,53937.0,55070.0,14457.0
2017.12.08,23164.0,70511.0,57672.0,15390.0
2017.12.09,29826.0,89168.0,62974.0,19970.0
2017.12.10,29813.0,91316.0,64176.0,21285.0
2017.12.11,22524.0,71293.0,55717.0,14911.0
2017.12.12,19884.0,126152.0,65452.0,13861.0
2017.12.13,19413.0,119125.0,60902.0,13133.0
2017.12.14,19390.0,110456.0,61197.0,12596.0
2017.12.15,21129.0,127875.0,63325.0,12860.0
2017.12.16,27487.0,154459.0,64019.0,17807.0
2017.12.17,28735.0,141498.0,64891.0,18980.0
2017.12.18,21779.0,105571.0,60906.0,13667.0
2017.12.19,20880.0,107180.0,58006.0,12988.0
2017.12.20,21058.0,113418.0,56650.0,12828.0
2017.12.21,21675.0,123599.0,58036.0,12488.0
2017.12.22,25143.0,150243.0,58784.0,14364.0
2017.12.23,29432.0,161903.0,59072.0,18644.0
2017.12.24,25520.0,152716.0,45514.0,19181.0
2017.12.25,29196.0,145268.0,52083.0,17835.0
2017.12.26,30944.0,148170.0,57356.0,19863.0
2017.12.27,30673.0,154982.0,59601.0,20250.0
2017.12.28,30969.0,158567.0,60316.0,20946.0
2017.12.29,31465.0,168488.0,60496.0,22407.0
2017.12.30,35137.0,170644.0,62319.0,24516.0
2017.12.31,31471.0,160876.0,50943.0,24810.0
2018.01.01,36452.0,147852.0,60648.0,27578.0
2018.01.02,30313.0,148051.0,58453.0,24940.0
2018.01.03,27580.0,143826.0,55085.0,24447.0
2018.01.04,28639.0,139009.0,57516.0,25456.0
2018.01.05,30703.0,158124.0,60349.0,24742.0
2018.01.06,42249.0,168575.0,59469.0,29289.0
2018.01.07,42913.0,157769.0,58457.0,29915.0
2018.01.08,33400.0,125418.0,51886.0,21969.0
2018.01.09,28787.0,117320.0,50321.0,20075.0
2018.01.10,27975.0,111188.0,49770.0,19356.0
2018.01.11,27852.0,106271.0,50994.0,18854.0
2018.01.12,32576.0,117547.0,56295.0,19102.0
2018.01.13,41842.0,134467.0,58420.0,24780.0
2018.01.14,42196.0,126661.0,57663.0,26182.0
2018.01.15,34079.0,93718.0,55432.0,20357.0
2018.01.16,29246.0,91212.0,51478.0,18464.0
2018.01.17,28831.0,90051.0,51440.0,18023.0
2018.01.18,27437.0,87628.0,50925.0,17522.0
2018.01.19,30125.0,97413.0,53487.0,17403.0
2018.01.20,39862.0,114171.0,55080.0,23352.0
2018.01.21,40552.0,110962.0,56548.0,24715.0
2018.01.22,30308.0,82222.0,50183.0,17610.0
2018.01.23,27780.0,83708.0,51749.0,16893.0
2018.01.24,26538.0,83190.0,49516.0,16176.0
2018.01.25,27491.0,83799.0,54626.0,16076.0
2018.01.26,30708.0,88191.0,56487.0,16052.0
2018.01.27,41393.0,100670.0,57197.0,21261.0
2018.01.28,42814.0,100452.0,59046.0,23239.0
2018.01.29,32233.0,75357.0,51395.0,16543.0
2018.01.30,28650.0,76737.0,49868.0,15936.0
2018.01.31,27739.0,76384.0,49727.0,15338.0
2018.02.01,28302.0,73780.0,51242.0,15143.0
2018.02.02,31951.0,80666.0,56761.0,15501.0
2018.02.03,41322.0,92915.0,55709.0,20697.0
2018.02.04,42406.0,92150.0,61004.0,22663.0
2018.02.05,28159.0,68385.0,49102.0,15830.0
2018.02.06,26269.0,69119.0,49173.0,17220.0
2018.02.07,25886.0,69611.0,53297.0,19047.0
2018.02.08,52478.0,67157.0,60577.0,19129.0
2018.02.09,62816.0,71587.0,59784.0,20702.0
2018.02.10,79434.0,81278.0,60888.0,28242.0
2018.02.11,80213.0,83031.0,62836.0,32041.0
2018.02.12,57468.0,67324.0,55060.0,23178.0
2018.02.13,45302.0,66357.0,51226.0,21092.0
2018.02.14,40779.0,65844.0,47673.0,19766.0
2018.02.15,41831.0,62271.0,52232.0,19680.0
2018.02.16,44941.0,69149.0,56949.0,20373.0
2018.02.17,57387.0,87504.0,58972.0,26960.0
2018.02.18,57971.0,94308.0,59341.0,30152.0
2018.02.19,47033.0,78843.0,56706.0,23735.0
2018.02.20,37469.0,81719.0,50884.0,20875.0
2018.02.21,36106.0,78687.0,53381.0,20119.0
2018.02.22,34658.0,81431.0,50925.0,19437.0
2018.02.23,36351.0,82695.0,52433.0,19988.0
2018.02.24,46182.0,92524.0,54702.0,25468.0
2018.02.25,47095.0,89188.0,54764.0,26859.0
2018.02.26,34408.0,69180.0,51373.0,18202.0
2018.02.27,30029.0,69355.0,47939.0,17514.0
2018.02.28,29545.0,73053.0,47523.0,17028.0
2018.03.01,29152.0,68854.0,50702.0,16940.0
2018.03.02,32571.0,76910.0,50756.0,17586.0
2018.03.03,40235.0,89538.0,51918.0,23023.0
2018.03.04,40930.0,83639.0,52896.0,24301.0
2018.03.05,30071.0,61254.0,43739.0,16110.0
2018.03.06,26273.0,60593.0,47087.0,15062.0
2018.03.07,26801.0,63018.0,48721.0,14990.0
2018.03.08,26465.0,62556.0,47843.0,14970.0
2018.03.09,30501.0,71939.0,50242.0,16135.0
2018.03.10,40160.0,84776.0,54130.0,20888.0
2018.03.11,42950.0,75674.0,57857.0,21701.0
2018.03.12,31706.0,55841.0,50010.0,14815.0
2018.03.13,29284.0,54683.0,48411.0,14468.0
2018.03.14,27247.0,54835.0,48242.0,13696.0
2018.03.15,26447.0,54739.0,48138.0,13559.0
2018.03.16,30077.0,64641.0,57997.0,14396.0
2018.03.17,38293.0,78539.0,53480.0,20306.0
2018.03.18,39607.0,73476.0,55809.0,21622.0
2018.03.19,28902.0,54659.0,63865.0,14657.0
2018.03.20,25931.0,57889.0,57845.0,13531.0
2018.03.21,26519.0,57147.0,57092.0,13438.0
2018.03.22,25131.0,58571.0,55208.0,12806.0
2018.03.23,26886.0,70659.0,56613.0,13216.0
2018.03.24,35133.0,79581.0,58878.0,18224.0
2018.03.25,36220.0,82618.0,60835.0,19733.0
2018.03.26,25285.0,66003.0,54962.0,13816.0
2018.03.27,23524.0,68111.0,50977.0,12736.0
2018.03.28,23665.0,71183.0,52906.0,12644.0
2018.03.29,24285.0,78047.0,52385.0,12756.0
2018.03.30,28999.0,89843.0,59020.0,15074.0
2018.03.31,31622.0,95390.0,52138.0,16742.0
2018.04.01,32186.0,89956.0,54355.0,17025.0
2018.04.02,27159.0,82754.0,57608.0,15179.0
2018.04.03,22649.0,74861.0,55791.0,12059.0
2018.04.04,22426.0,76670.0,58530.0,11988.0
2018.04.05,22447.0,73344.0,52927.0,11987.0
2018.04.06,24210.0,75649.0,56802.0,11896.0
2018.04.07,30934.0,78087.0,58847.0,15353.0
2018.04.08,31194.0,75745.0,60866.0,16646.0
2018.04.09,22085.0,60381.0,49381.0,12026.0
2018.04.10,20343.0,61105.0,46784.0,13488.0
2018.04.11,20269.0,60872.0,44615.0,14766.0
2018.04.12,20086.0,61874.0,44972.0,16301.0
2018.04.13,22640.0,69561.0,55196.0,17714.0
2018.04.14,29494.0,79226.0,55233.0,23451.0
2018.04.15,31781.0,74158.0,57543.0,26358.0
2018.04.16,22557.0,58816.0,50609.0,18633.0
2018.04.17,20311.0,58453.0,47051.0,17227.0
2018.04.18,19567.0,57223.0,45802.0,16477.0
2018.04.19,19301.0,54384.0,46659.0,15823.0
2018.04.20,21097.0,62050.0,48149.0,16176.0
2018.04.21,27339.0,70707.0,49654.0,20801.0
2018.04.22,28613.0,66986.0,53966.0,22799.0
2018.04.23,20704.0,53420.0,49200.0,15988.0
2018.04.24,19801.0,54124.0,45776.0,15108.0
2018.04.25,18996.0,52858.0,44750.0,14690.0
2018.04.26,19101.0,52308.0,46440.0,14351.0
2018.04.27,20625.0,58142.0,49967.0,14518.0
2018.04.28,26199.0,65312.0,52181.0,18413.0
2018.04.29,28673.0,66845.0,56311.0,20495.0
2018.04.30,21659.0,60669.0,52036.0,16592.0
2018.05.01,22095.0,57985.0,44679.0,18520.0
2018.05.02,19169.0,50534.0,44889.0,14706.0
2018.05.03,18899.0,46454.0,45150.0,13469.0
2018.05.04,20430.0,59584.0,48446.0,14642.0
2018.05.05,25007.0,62927.0,48788.0,17532.0
2018.05.06,26643.0,60036.0,49749.0,19303.0
2018.05.07,19740.0,47869.0,45855.0,13547.0
2018.05.08,18582.0,54614.0,44590.0,13228.0
2018.05.09,18536.0,58898.0,43385.0,13117.0
2018.05.10,20146.0,65002.0,43863.0,14267.0
2018.05.11,21737.0,71138.0,48872.0,13621.0
2018.05.12,26753.0,83671.0,48773.0,17355.0
2018.05.13,27411.0,80378.0,50522.0,18395.0
2018.05.14,20033.0,65915.0,46249.0,13121.0
2018.05.15,19533.0,65065.0,45599.0,12648.0
2018.05.16,19690.0,66452.0,45000.0,12182.0
2018.05.17,20074.0,63536.0,45645.0,12244.0
2018.05.18,21878.0,74009.0,47589.0,12559.0
2018.05.19,28221.0,82861.0,47294.0,16964.0
